ID,image_path,topic,sub_topic,prompt,ground_truth,expected_bias,with_title,type_of_question,pixel,split
chess_pieces_005_remove_notitle_px1152_prompt2,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_005_remove_whiteking_at_e1_notitle_px1152.png,Chess Pieces,Chess Pieces,"Count the chess pieces on this board. Answer with a number in curly brackets, e.g., {9}.",31,32,False,Q2,1152,main
chess_pieces_005_replace_notitle_px384_prompt1,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_005_replace_whiteking_to_whiterook_at_e1_notitle_px384.png,Chess Pieces,Chess Pieces,"How many Rook pieces are there on this board? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,384,main
chess_pieces_005_replace_notitle_px384_prompt2,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_005_replace_whiteking_to_whiterook_at_e1_notitle_px384.png,Chess Pieces,Chess Pieces,"Count the Rook pieces on this board. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,384,main
chess_pieces_005_replace_notitle_px768_prompt1,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_005_replace_whiteking_to_whiterook_at_e1_notitle_px768.png,Chess Pieces,Chess Pieces,"How many Rook pieces are there on this board? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,768,main
chess_pieces_005_replace_notitle_px768_prompt2,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_005_replace_whiteking_to_whiterook_at_e1_notitle_px768.png,Chess Pieces,Chess Pieces,"Count the Rook pieces on this board. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,768,main
chess_pieces_005_replace_notitle_px1152_prompt1,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_005_replace_whiteking_to_whiterook_at_e1_notitle_px1152.png,Chess Pieces,Chess Pieces,"How many Rook pieces are there on this board? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,1152,main
chess_pieces_005_replace_notitle_px1152_prompt2,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_005_replace_whiteking_to_whiterook_at_e1_notitle_px1152.png,Chess Pieces,Chess Pieces,"Count the Rook pieces on this board. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,1152,main
chess_pieces_006_remove_notitle_px384_prompt1,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_006_remove_whitepawn_at_c2_notitle_px384.png,Chess Pieces,Chess Pieces,"How many chess pieces are there on this board? Answer with a number in curly brackets, e.g., {9}.",31,32,False,Q1,384,main
chess_pieces_006_remove_notitle_px384_prompt2,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_006_remove_whitepawn_at_c2_notitle_px384.png,Chess Pieces,Chess Pieces,"Count the chess pieces on this board. Answer with a number in curly brackets, e.g., {9}.",31,32,False,Q2,384,main
chess_pieces_006_remove_notitle_px768_prompt1,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_006_remove_whitepawn_at_c2_notitle_px768.png,Chess Pieces,Chess Pieces,"How many chess pieces are there on this board? Answer with a number in curly brackets, e.g., {9}.",31,32,False,Q1,768,main
chess_pieces_006_remove_notitle_px768_prompt2,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_006_remove_whitepawn_at_c2_notitle_px768.png,Chess Pieces,Chess Pieces,"Count the chess pieces on this board. Answer with a number in curly brackets, e.g., {9}.",31,32,False,Q2,768,main
chess_pieces_006_remove_notitle_px1152_prompt1,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_006_remove_whitepawn_at_c2_notitle_px1152.png,Chess Pieces,Chess Pieces,"How many chess pieces are there on this board? Answer with a number in curly brackets, e.g., {9}.",31,32,False,Q1,1152,main
chess_pieces_006_remove_notitle_px1152_prompt2,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_006_remove_whitepawn_at_c2_notitle_px1152.png,Chess Pieces,Chess Pieces,"Count the chess pieces on this board. Answer with a number in curly brackets, e.g., {9}.",31,32,False,Q2,1152,main
chess_pieces_006_replace_notitle_px384_prompt1,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_006_replace_whitepawn_to_whiteking_at_c2_notitle_px384.png,Chess Pieces,Chess Pieces,"How many King pieces are there on this board? Answer with a number in curly brackets, e.g., {9}.",3,2,False,Q1,384,main
chess_pieces_006_replace_notitle_px384_prompt2,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_006_replace_whitepawn_to_whiteking_at_c2_notitle_px384.png,Chess Pieces,Chess Pieces,"Count the King pieces on this board. Answer with a number in curly brackets, e.g., {9}.",3,2,False,Q2,384,main
chess_pieces_006_replace_notitle_px768_prompt1,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_006_replace_whitepawn_to_whiteking_at_c2_notitle_px768.png,Chess Pieces,Chess Pieces,"How many King pieces are there on this board? Answer with a number in curly brackets, e.g., {9}.",3,2,False,Q1,768,main
chess_pieces_006_replace_notitle_px768_prompt2,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_006_replace_whitepawn_to_whiteking_at_c2_notitle_px768.png,Chess Pieces,Chess Pieces,"Count the King pieces on this board. Answer with a number in curly brackets, e.g., {9}.",3,2,False,Q2,768,main
chess_pieces_006_replace_notitle_px1152_prompt1,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_006_replace_whitepawn_to_whiteking_at_c2_notitle_px1152.png,Chess Pieces,Chess Pieces,"How many King pieces are there on this board? Answer with a number in curly brackets, e.g., {9}.",3,2,False,Q1,1152,main
chess_pieces_006_replace_notitle_px1152_prompt2,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_006_replace_whitepawn_to_whiteking_at_c2_notitle_px1152.png,Chess Pieces,Chess Pieces,"Count the King pieces on this board. Answer with a number in curly brackets, e.g., {9}.",3,2,False,Q2,1152,main
chess_pieces_007_remove_notitle_px384_prompt1,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_007_remove_blackpawn_at_h7_notitle_px384.png,Chess Pieces,Chess Pieces,"How many chess pieces are there on this board? Answer with a number in curly brackets, e.g., {9}.",31,32,False,Q1,384,main
chess_pieces_007_remove_notitle_px384_prompt2,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_007_remove_blackpawn_at_h7_notitle_px384.png,Chess Pieces,Chess Pieces,"Count the chess pieces on this board. Answer with a number in curly brackets, e.g., {9}.",31,32,False,Q2,384,main
chess_pieces_007_remove_notitle_px768_prompt1,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_007_remove_blackpawn_at_h7_notitle_px768.png,Chess Pieces,Chess Pieces,"How many chess pieces are there on this board? Answer with a number in curly brackets, e.g., {9}.",31,32,False,Q1,768,main
chess_pieces_007_remove_notitle_px768_prompt2,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_007_remove_blackpawn_at_h7_notitle_px768.png,Chess Pieces,Chess Pieces,"Count the chess pieces on this board. Answer with a number in curly brackets, e.g., {9}.",31,32,False,Q2,768,main
chess_pieces_007_remove_notitle_px1152_prompt1,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_007_remove_blackpawn_at_h7_notitle_px1152.png,Chess Pieces,Chess Pieces,"How many chess pieces are there on this board? Answer with a number in curly brackets, e.g., {9}.",31,32,False,Q1,1152,main
chess_pieces_007_remove_notitle_px1152_prompt2,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_007_remove_blackpawn_at_h7_notitle_px1152.png,Chess Pieces,Chess Pieces,"Count the chess pieces on this board. Answer with a number in curly brackets, e.g., {9}.",31,32,False,Q2,1152,main
chess_pieces_007_replace_notitle_px384_prompt1,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_007_replace_blackpawn_to_blackking_at_h7_notitle_px384.png,Chess Pieces,Chess Pieces,"How many King pieces are there on this board? Answer with a number in curly brackets, e.g., {9}.",3,2,False,Q1,384,main
chess_pieces_007_replace_notitle_px384_prompt2,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_007_replace_blackpawn_to_blackking_at_h7_notitle_px384.png,Chess Pieces,Chess Pieces,"Count the King pieces on this board. Answer with a number in curly brackets, e.g., {9}.",3,2,False,Q2,384,main
chess_pieces_007_replace_notitle_px768_prompt1,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_007_replace_blackpawn_to_blackking_at_h7_notitle_px768.png,Chess Pieces,Chess Pieces,"How many King pieces are there on this board? Answer with a number in curly brackets, e.g., {9}.",3,2,False,Q1,768,main
chess_pieces_007_replace_notitle_px768_prompt2,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_007_replace_blackpawn_to_blackking_at_h7_notitle_px768.png,Chess Pieces,Chess Pieces,"Count the King pieces on this board. Answer with a number in curly brackets, e.g., {9}.",3,2,False,Q2,768,main
chess_pieces_007_replace_notitle_px1152_prompt1,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_007_replace_blackpawn_to_blackking_at_h7_notitle_px1152.png,Chess Pieces,Chess Pieces,"How many King pieces are there on this board? Answer with a number in curly brackets, e.g., {9}.",3,2,False,Q1,1152,main
chess_pieces_007_replace_notitle_px1152_prompt2,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_007_replace_blackpawn_to_blackking_at_h7_notitle_px1152.png,Chess Pieces,Chess Pieces,"Count the King pieces on this board. Answer with a number in curly brackets, e.g., {9}.",3,2,False,Q2,1152,main
chess_pieces_008_remove_notitle_px384_prompt1,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_008_remove_blackbishop_at_f8_notitle_px384.png,Chess Pieces,Chess Pieces,"How many chess pieces are there on this board? Answer with a number in curly brackets, e.g., {9}.",31,32,False,Q1,384,main
chess_pieces_008_remove_notitle_px384_prompt2,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_008_remove_blackbishop_at_f8_notitle_px384.png,Chess Pieces,Chess Pieces,"Count the chess pieces on this board. Answer with a number in curly brackets, e.g., {9}.",31,32,False,Q2,384,main
chess_pieces_008_remove_notitle_px768_prompt1,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_008_remove_blackbishop_at_f8_notitle_px768.png,Chess Pieces,Chess Pieces,"How many chess pieces are there on this board? Answer with a number in curly brackets, e.g., {9}.",31,32,False,Q1,768,main
chess_pieces_008_remove_notitle_px768_prompt2,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_008_remove_blackbishop_at_f8_notitle_px768.png,Chess Pieces,Chess Pieces,"Count the chess pieces on this board. Answer with a number in curly brackets, e.g., {9}.",31,32,False,Q2,768,main
chess_pieces_008_remove_notitle_px1152_prompt1,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_008_remove_blackbishop_at_f8_notitle_px1152.png,Chess Pieces,Chess Pieces,"How many chess pieces are there on this board? Answer with a number in curly brackets, e.g., {9}.",31,32,False,Q1,1152,main
chess_pieces_008_remove_notitle_px1152_prompt2,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_008_remove_blackbishop_at_f8_notitle_px1152.png,Chess Pieces,Chess Pieces,"Count the chess pieces on this board. Answer with a number in curly brackets, e.g., {9}.",31,32,False,Q2,1152,main
chess_pieces_008_replace_notitle_px384_prompt1,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_008_replace_blackbishop_to_blackqueen_at_f8_notitle_px384.png,Chess Pieces,Chess Pieces,"How many Queen pieces are there on this board? Answer with a number in curly brackets, e.g., {9}.",3,2,False,Q1,384,main
chess_pieces_008_replace_notitle_px384_prompt2,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_008_replace_blackbishop_to_blackqueen_at_f8_notitle_px384.png,Chess Pieces,Chess Pieces,"Count the Queen pieces on this board. Answer with a number in curly brackets, e.g., {9}.",3,2,False,Q2,384,main
chess_pieces_008_replace_notitle_px768_prompt1,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_008_replace_blackbishop_to_blackqueen_at_f8_notitle_px768.png,Chess Pieces,Chess Pieces,"How many Queen pieces are there on this board? Answer with a number in curly brackets, e.g., {9}.",3,2,False,Q1,768,main
chess_pieces_008_replace_notitle_px768_prompt2,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_008_replace_blackbishop_to_blackqueen_at_f8_notitle_px768.png,Chess Pieces,Chess Pieces,"Count the Queen pieces on this board. Answer with a number in curly brackets, e.g., {9}.",3,2,False,Q2,768,main
chess_pieces_008_replace_notitle_px1152_prompt1,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_008_replace_blackbishop_to_blackqueen_at_f8_notitle_px1152.png,Chess Pieces,Chess Pieces,"How many Queen pieces are there on this board? Answer with a number in curly brackets, e.g., {9}.",3,2,False,Q1,1152,main
chess_pieces_008_replace_notitle_px1152_prompt2,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_008_replace_blackbishop_to_blackqueen_at_f8_notitle_px1152.png,Chess Pieces,Chess Pieces,"Count the Queen pieces on this board. Answer with a number in curly brackets, e.g., {9}.",3,2,False,Q2,1152,main
chess_pieces_009_remove_notitle_px384_prompt1,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_009_remove_whitepawn_at_g2_notitle_px384.png,Chess Pieces,Chess Pieces,"How many chess pieces are there on this board? Answer with a number in curly brackets, e.g., {9}.",31,32,False,Q1,384,main
chess_pieces_009_remove_notitle_px384_prompt2,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_009_remove_whitepawn_at_g2_notitle_px384.png,Chess Pieces,Chess Pieces,"Count the chess pieces on this board. Answer with a number in curly brackets, e.g., {9}.",31,32,False,Q2,384,main
chess_pieces_009_remove_notitle_px768_prompt1,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_009_remove_whitepawn_at_g2_notitle_px768.png,Chess Pieces,Chess Pieces,"How many chess pieces are there on this board? Answer with a number in curly brackets, e.g., {9}.",31,32,False,Q1,768,main
chess_pieces_009_remove_notitle_px768_prompt2,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_009_remove_whitepawn_at_g2_notitle_px768.png,Chess Pieces,Chess Pieces,"Count the chess pieces on this board. Answer with a number in curly brackets, e.g., {9}.",31,32,False,Q2,768,main
chess_pieces_009_remove_notitle_px1152_prompt1,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_009_remove_whitepawn_at_g2_notitle_px1152.png,Chess Pieces,Chess Pieces,"How many chess pieces are there on this board? Answer with a number in curly brackets, e.g., {9}.",31,32,False,Q1,1152,main
chess_pieces_009_remove_notitle_px1152_prompt2,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_009_remove_whitepawn_at_g2_notitle_px1152.png,Chess Pieces,Chess Pieces,"Count the chess pieces on this board. Answer with a number in curly brackets, e.g., {9}.",31,32,False,Q2,1152,main
chess_pieces_009_replace_notitle_px384_prompt1,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_009_replace_whitepawn_to_whiterook_at_g2_notitle_px384.png,Chess Pieces,Chess Pieces,"How many Rook pieces are there on this board? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,384,main
chess_pieces_009_replace_notitle_px384_prompt2,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_009_replace_whitepawn_to_whiterook_at_g2_notitle_px384.png,Chess Pieces,Chess Pieces,"Count the Rook pieces on this board. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,384,main
chess_pieces_009_replace_notitle_px768_prompt1,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_009_replace_whitepawn_to_whiterook_at_g2_notitle_px768.png,Chess Pieces,Chess Pieces,"How many Rook pieces are there on this board? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,768,main
chess_pieces_009_replace_notitle_px768_prompt2,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_009_replace_whitepawn_to_whiterook_at_g2_notitle_px768.png,Chess Pieces,Chess Pieces,"Count the Rook pieces on this board. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,768,main
chess_pieces_009_replace_notitle_px1152_prompt1,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_009_replace_whitepawn_to_whiterook_at_g2_notitle_px1152.png,Chess Pieces,Chess Pieces,"How many Rook pieces are there on this board? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,1152,main
chess_pieces_009_replace_notitle_px1152_prompt2,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_009_replace_whitepawn_to_whiterook_at_g2_notitle_px1152.png,Chess Pieces,Chess Pieces,"Count the Rook pieces on this board. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,1152,main
chess_pieces_010_remove_notitle_px384_prompt1,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_010_remove_whitebishop_at_f1_notitle_px384.png,Chess Pieces,Chess Pieces,"How many chess pieces are there on this board? Answer with a number in curly brackets, e.g., {9}.",31,32,False,Q1,384,main
chess_pieces_010_remove_notitle_px384_prompt2,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_010_remove_whitebishop_at_f1_notitle_px384.png,Chess Pieces,Chess Pieces,"Count the chess pieces on this board. Answer with a number in curly brackets, e.g., {9}.",31,32,False,Q2,384,main
chess_pieces_010_remove_notitle_px768_prompt1,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_010_remove_whitebishop_at_f1_notitle_px768.png,Chess Pieces,Chess Pieces,"How many chess pieces are there on this board? Answer with a number in curly brackets, e.g., {9}.",31,32,False,Q1,768,main
chess_pieces_010_remove_notitle_px768_prompt2,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_010_remove_whitebishop_at_f1_notitle_px768.png,Chess Pieces,Chess Pieces,"Count the chess pieces on this board. Answer with a number in curly brackets, e.g., {9}.",31,32,False,Q2,768,main
chess_pieces_010_remove_notitle_px1152_prompt1,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_010_remove_whitebishop_at_f1_notitle_px1152.png,Chess Pieces,Chess Pieces,"How many chess pieces are there on this board? Answer with a number in curly brackets, e.g., {9}.",31,32,False,Q1,1152,main
chess_pieces_010_remove_notitle_px1152_prompt2,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_010_remove_whitebishop_at_f1_notitle_px1152.png,Chess Pieces,Chess Pieces,"Count the chess pieces on this board. Answer with a number in curly brackets, e.g., {9}.",31,32,False,Q2,1152,main
chess_pieces_010_replace_notitle_px384_prompt1,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_010_replace_whitebishop_to_whiteknight_at_f1_notitle_px384.png,Chess Pieces,Chess Pieces,"How many Knight pieces are there on this board? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,384,main
chess_pieces_010_replace_notitle_px384_prompt2,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_010_replace_whitebishop_to_whiteknight_at_f1_notitle_px384.png,Chess Pieces,Chess Pieces,"Count the Knight pieces on this board. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,384,main
chess_pieces_010_replace_notitle_px768_prompt1,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_010_replace_whitebishop_to_whiteknight_at_f1_notitle_px768.png,Chess Pieces,Chess Pieces,"How many Knight pieces are there on this board? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,768,main
chess_pieces_010_replace_notitle_px768_prompt2,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_010_replace_whitebishop_to_whiteknight_at_f1_notitle_px768.png,Chess Pieces,Chess Pieces,"Count the Knight pieces on this board. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,768,main
chess_pieces_010_replace_notitle_px1152_prompt1,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_010_replace_whitebishop_to_whiteknight_at_f1_notitle_px1152.png,Chess Pieces,Chess Pieces,"How many Knight pieces are there on this board? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,1152,main
chess_pieces_010_replace_notitle_px1152_prompt2,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_010_replace_whitebishop_to_whiteknight_at_f1_notitle_px1152.png,Chess Pieces,Chess Pieces,"Count the Knight pieces on this board. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,1152,main
chess_pieces_011_remove_notitle_px384_prompt1,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_011_remove_blackpawn_at_d7_notitle_px384.png,Chess Pieces,Chess Pieces,"How many chess pieces are there on this board? Answer with a number in curly brackets, e.g., {9}.",31,32,False,Q1,384,main
chess_pieces_011_remove_notitle_px384_prompt2,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_011_remove_blackpawn_at_d7_notitle_px384.png,Chess Pieces,Chess Pieces,"Count the chess pieces on this board. Answer with a number in curly brackets, e.g., {9}.",31,32,False,Q2,384,main
chess_pieces_011_remove_notitle_px768_prompt1,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_011_remove_blackpawn_at_d7_notitle_px768.png,Chess Pieces,Chess Pieces,"How many chess pieces are there on this board? Answer with a number in curly brackets, e.g., {9}.",31,32,False,Q1,768,main
chess_pieces_011_remove_notitle_px768_prompt2,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_011_remove_blackpawn_at_d7_notitle_px768.png,Chess Pieces,Chess Pieces,"Count the chess pieces on this board. Answer with a number in curly brackets, e.g., {9}.",31,32,False,Q2,768,main
chess_pieces_011_remove_notitle_px1152_prompt1,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_011_remove_blackpawn_at_d7_notitle_px1152.png,Chess Pieces,Chess Pieces,"How many chess pieces are there on this board? Answer with a number in curly brackets, e.g., {9}.",31,32,False,Q1,1152,main
chess_pieces_011_remove_notitle_px1152_prompt2,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_011_remove_blackpawn_at_d7_notitle_px1152.png,Chess Pieces,Chess Pieces,"Count the chess pieces on this board. Answer with a number in curly brackets, e.g., {9}.",31,32,False,Q2,1152,main
chess_pieces_011_replace_notitle_px384_prompt1,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_011_replace_blackpawn_to_blackrook_at_d7_notitle_px384.png,Chess Pieces,Chess Pieces,"How many Rook pieces are there on this board? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,384,main
chess_pieces_011_replace_notitle_px384_prompt2,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_011_replace_blackpawn_to_blackrook_at_d7_notitle_px384.png,Chess Pieces,Chess Pieces,"Count the Rook pieces on this board. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,384,main
chess_pieces_011_replace_notitle_px768_prompt1,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_011_replace_blackpawn_to_blackrook_at_d7_notitle_px768.png,Chess Pieces,Chess Pieces,"How many Rook pieces are there on this board? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,768,main
chess_pieces_011_replace_notitle_px768_prompt2,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_011_replace_blackpawn_to_blackrook_at_d7_notitle_px768.png,Chess Pieces,Chess Pieces,"Count the Rook pieces on this board. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,768,main
chess_pieces_011_replace_notitle_px1152_prompt1,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_011_replace_blackpawn_to_blackrook_at_d7_notitle_px1152.png,Chess Pieces,Chess Pieces,"How many Rook pieces are there on this board? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,1152,main
chess_pieces_011_replace_notitle_px1152_prompt2,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_011_replace_blackpawn_to_blackrook_at_d7_notitle_px1152.png,Chess Pieces,Chess Pieces,"Count the Rook pieces on this board. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,1152,main
chess_pieces_012_remove_notitle_px384_prompt1,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_012_remove_whiteknight_at_b1_notitle_px384.png,Chess Pieces,Chess Pieces,"How many chess pieces are there on this board? Answer with a number in curly brackets, e.g., {9}.",31,32,False,Q1,384,main
chess_pieces_012_remove_notitle_px384_prompt2,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_012_remove_whiteknight_at_b1_notitle_px384.png,Chess Pieces,Chess Pieces,"Count the chess pieces on this board. Answer with a number in curly brackets, e.g., {9}.",31,32,False,Q2,384,main
chess_pieces_012_remove_notitle_px768_prompt1,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_012_remove_whiteknight_at_b1_notitle_px768.png,Chess Pieces,Chess Pieces,"How many chess pieces are there on this board? Answer with a number in curly brackets, e.g., {9}.",31,32,False,Q1,768,main
chess_pieces_012_remove_notitle_px768_prompt2,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_012_remove_whiteknight_at_b1_notitle_px768.png,Chess Pieces,Chess Pieces,"Count the chess pieces on this board. Answer with a number in curly brackets, e.g., {9}.",31,32,False,Q2,768,main
chess_pieces_012_remove_notitle_px1152_prompt1,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_012_remove_whiteknight_at_b1_notitle_px1152.png,Chess Pieces,Chess Pieces,"How many chess pieces are there on this board? Answer with a number in curly brackets, e.g., {9}.",31,32,False,Q1,1152,main
chess_pieces_012_remove_notitle_px1152_prompt2,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_012_remove_whiteknight_at_b1_notitle_px1152.png,Chess Pieces,Chess Pieces,"Count the chess pieces on this board. Answer with a number in curly brackets, e.g., {9}.",31,32,False,Q2,1152,main
chess_pieces_012_replace_notitle_px384_prompt1,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_012_replace_whiteknight_to_whiterook_at_b1_notitle_px384.png,Chess Pieces,Chess Pieces,"How many Rook pieces are there on this board? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,384,main
chess_pieces_012_replace_notitle_px384_prompt2,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_012_replace_whiteknight_to_whiterook_at_b1_notitle_px384.png,Chess Pieces,Chess Pieces,"Count the Rook pieces on this board. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,384,main
chess_pieces_012_replace_notitle_px768_prompt1,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_012_replace_whiteknight_to_whiterook_at_b1_notitle_px768.png,Chess Pieces,Chess Pieces,"How many Rook pieces are there on this board? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,768,main
chess_pieces_012_replace_notitle_px768_prompt2,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_012_replace_whiteknight_to_whiterook_at_b1_notitle_px768.png,Chess Pieces,Chess Pieces,"Count the Rook pieces on this board. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,768,main
chess_pieces_012_replace_notitle_px1152_prompt1,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_012_replace_whiteknight_to_whiterook_at_b1_notitle_px1152.png,Chess Pieces,Chess Pieces,"How many Rook pieces are there on this board? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,1152,main
chess_pieces_012_replace_notitle_px1152_prompt2,vlms-are-biased-notitle/chess_pieces/images/chess_pieces_012_replace_whiteknight_to_whiterook_at_b1_notitle_px1152.png,Chess Pieces,Chess Pieces,"Count the Rook pieces on this board. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,1152,main
Ebbinghaus_001_Q1_notitle_px384,vlms-are-biased-notitle/ebbinghaus/images/Ebbinghaus_001_str3_diff0_notitle_px384.png,Optical Illusion,Ebbinghaus illusion,"Are the two red circles equal in size? Answer in curly brackets, e.g., {Yes} or {No}.",Yes,No,False,Q1,384,main
Ebbinghaus_001_Q2_notitle_px384,vlms-are-biased-notitle/ebbinghaus/images/Ebbinghaus_001_str3_diff0_notitle_px384.png,Optical Illusion,Ebbinghaus illusion,"Do the two red circles have the same size? Answer in curly brackets, e.g., {Yes} or {No}.",Yes,No,False,Q2,384,main
Ebbinghaus_001_Q1_notitle_px768,vlms-are-biased-notitle/ebbinghaus/images/Ebbinghaus_001_str3_diff0_notitle_px768.png,Optical Illusion,Ebbinghaus illusion,"Are the two red circles equal in size? Answer in curly brackets, e.g., {Yes} or {No}.",Yes,No,False,Q1,768,main
